label,text
통보ㆍ권고,열수송관 관리 미흡한국지역난방공사 사장은 각 지사에서 열공급을 할 때 계통수 손실과 열수송관 누수 사고를 예방할 수 있도록 열수송관 감시시스템을 활용하여 누수 의심 구간에 대한 점검·진단을 강화하고 누수가 있을 시 적기에 보수하는 방안을 마련(통보)
통보ㆍ권고,"열공급 체계 환류 미흡한국지역난방공사 사장은 열수요예측의 정확도 향상을 위하여 오차율 산정 방식을 전체 지사 합계 기준이 아닌 2019년 이전 방식(지사별 산정 방식)으로 변경하는 등 분석을 합리적으로 하고, 산정 방식을 변경할 때에는 변경 사유와 전·후 통계 변화를 투명하게 공개하는 등 열공급 체계의 환류를 개선하는 방안을 마련(통보)"
통보ㆍ권고,주요사업심의위원회 심의 부적정한국지역난방공사 사장은 「주요사업 심의 및 조정에 관한 규정」제13조에 따른 “위원장이 주요사업심의위원회가 필요하다고 인정하는 사항”이 무엇인지 기준을 구체화하여 사업 추진의 리스크를 관리하는 위원회 운영의 실효성을 확보하는 방안을 마련(통보)
통보ㆍ권고,"사채관리계약 관련 고시 운영 미흡금융위원회 위원장은 금융투자협회가 표준무보증사채사채관리계약서에 의한 계약 제도를 운영하면서 규정과 다르게 기준을 임의로 적용하는 일이 없도록 지도·감독하고, 특수채증권을 발행하는 법인의 경우 일정 기준(재무위험이 낮은 경우 등)에 따라 표준무보증사채사채관리계약서에 의한 계약의 체결 면제를 고시하는 방안을 마련(통보)"
통보ㆍ권고,열 생산·공급 시 경제운전 방침 위배한국지역난방공사 사장은 ① 각 지사에서 열 생산·공급을 할 때 경제적 최적화를 달성하도록 하기 위하여 “일일 생산 및 공급계획”과 경제운전 방침 등을 준수하여 열을 생산하거나 공급온도를 설정하도록 통합운영센터의 검토·승인 절차를 마련하는 등 관리·감독 체계를 개선하고 ② 각 지사의 열 생산이 과소한 경우뿐만 아니라 과다한 경우에도 감점하는 등 내부경영실적평가 체계를 정비하는 방안을 마련(통보)
통보ㆍ권고,열원시설 용량 산정으로 과도한 시설투자 초래산업통상자원부장관은 ① 집단에너지사업 허가 또는 변경허가 업무 시 시설용량의 적정성 검토 등을 직접 수행하거나 법령상 대행 또는 위탁 근거를 마련하여 다른 기관(한국에너지공단 등)으로 하여금 업무를 처리하게 하는 등 절차적 정당성을 확보하고 ② 집단에너지사업 허가 또는 변경허가 과정에서 “공급용량의 공급구역 수요적합 여부”를 판단할 때 최근 실적치를 활용하여 시설용량이 산정되도록 하는 등 허가 기준을 구체화하는 방안을 마련(통보)
통보ㆍ권고,열원시설 용량 과다 산정으로 과도한 시설투자 초래한국지역난방공사 사장은 ① 열원시설 건설(개조)을 계획할 때 최근 실적치를 적용하여 필요한 시설용량과 기존 시설용량을 산정함으로써 적정한 규모의 열원시설을 설치하도록 하고 ② 수원지사의 첨두부하보일러(34Gcal) 1기 건설 계획은 실제 설비공급률을 고려하여 필요성을 재검토하는 방안을 마련(통보)
통보ㆍ권고,"급경사지 지형에 순절토 시공 없이 임도 개설산림자원법 시행규칙에 따르면 타당성 평가(70점 이상)를 통과한 경우에 임도를 설치하되, 임도 노선의 10 이상이 급경사지인 경우 순절토 시공을 하도록 규정되어있음 그런데, 일부 지자체는 타당성 평가항목인 경사도를 육안으로 파악하는 과정에서 15개 노선에 대해 경사도를 실제보다 낮게 판단하여 타당성 평가점수를 70점 이상으로 잘못 평가한 후 임도 설치가 불가한 급경사지에 임도를 개설하고 급경사지 지형에 신설한 임도에 순절토 시공을 하지 않는 등 부실 시공"
통보ㆍ권고,"임도노선의 종단기울기 허용치 위반 및 노면 포장 미실시산림자원법 시행규칙에 따르면 임도의 종단기울기(노면의 높낮이 차이)는 14 이하가 되도록 시공하되, 노면 포장을 할 경우 최대 18까지 허용되어 있음에도 불구하고 2021~2024년 충청남도 등 3개 도에서 신설한 311개 임도의 종단기울기를 점검한 결과, 3.8㎞ 구간은 종단기울기가 18를 초과하도록 임도를 개설하였고 11.9㎞ 구간은 종단기울기가 14~18인데도 노면 포장 없이 준공처리"
통보ㆍ권고,물량 위주의 임도확대 정책 추진산림청은 임도평가를 통해 임도개설 목표를 달성한 지방산림청 등에 포상을 하는 등 임도확대를 독려하면서도 임도 부실시공 방지대책은 소홀히 하여 지방산림청 등은 임도개설 목표를 달성하지 못하면 평가에서 불이익을 받는다는 이유 등으로 임도시공 과정에서 당초 예산의 범위를 초과한 옹벽 등 구조물 설치 소요 등이 발생하면 이를 시공하지 않은 채로 준공처리
