label,text
시정(기타),LED가로등 교체사업 협약 체결 업무 등 부적정LED가로등 설치공사와 관련하여 안전인증을 받은 것과 다르게 전력공급장치(SMPS)를 설치하여 협약상의 의무를 이행하지 못한 업체에 대해서는 「지능형 디밍시스템 설치 및 LED가로등 교체사업 협약서」제5조 제2항의 약정에 따라 당초 안전인증을 받은 전력공급장치(SMPS)로 재설치하도록 함
시정(기타),영구임대주택을 육상선수단 숙소로 부당 사용서울주택도시공사는 1996년부터 2016년 11월 현재까지 저소득 취약계층에게 공급해야 할 영구임대주택5호를 입주 자격이 없는 위 공사 소속의 육상선수단 숙소로 부당 사용
시정(기타),원산지인증수출자 인증 관리 부적정관세청은 원산지인증수출자 제도를 운영하면서 원산지 조사 결과 품목별 원산지인증수출자가 원산지결정기준을 충족하지 못하는 물품을 수출한 경우 원산지인증수출자 인증을 취소하여야하는데도 해당 업체의 인증을 취소하지 않은 채 그대로 두고 있음. 이에 관세청에 원산지결정기준을 충족하지 못한 물품을 수출한 것으로 확인된 업체들의 해당 품목에 대한 인증을 취소하도록 요구
시정(기타),"개발제한 구역 내 승마장 증축허가 업무 처리 부적정개발제한구역법 시행령 [별표1] 제1호 라목에 해당하는 실외체육시설인 경우 비영리로 운영해야 허가를 내어 줄 수 있음에도, 영리 행위를 하고 있는 허가 신청자에게 증축허가를 부당하게 발급하고 허가 취소 등의 조치를 하지 않음"
시정(기타),"ㄴ산업단지 분양가격 결정 부적정""산업입지의 개발에 관한 통합지침"" 제26조의12 규정에 따르면 조성원가의 구성요소인 자본비용은 자본비용 산정기간 동안 매 기간별 해당 산업단지에 대한 투입예상액에서 회수예상액을 차감한 순투입액의 누적액에 자본비용률(자기자본비용률+타인자본비용률)을 곱하여 산정하도록 되어 있는데도, 산업단지 개발사업 시행과 무관한 자본비용을 조성원가의 구성요소로 하여 조성원가와 분양가격이 부당하게 과다 산정됨"
시정(기타),"위법 건축물 지도 점검 등 사후관리 부적정""건축법 시행령"" 제115조 제1항 및 제2항의 규정에 따르면 시장이 매년 위법한 건축물에 대해 실태조사를 한 후 시정조치를 위한 정비계획을 수립, 시행하여야 하고, 위법 건축물 관리대장을 작성하여 비치해야 함에도 관내 건축물에 대해 이를 하지 아니함"
시정(기타),"법령 위반 주택관리업체에 대한 행정처분 미조치""공동주택관리법"" 제53조 제1항 제7호 및 제8호의 규정에 따르면 주택관리업자가 일정한 위법행위를 저지른 경우 영업의 전부 또는 일부의 정지를 명해야 함에도 관내의 해당 주택관리업자에 대해 아무런 조치를 하지 않음"
시정(기타),우수식품 인증 사후관리 부적정우수식품 인증을 받은 업체가 우수식품 인증기준을 위반하였는데도 인증품(도토리가루)에 대한 처분을 하지 않고 있어 표시 사용정지 등 처분을 하도록 시정 요구
시정(기타),술 품질인증 사후관리 부적정2개 업체의 탁주 및 과실주가 술 품질 인증기준을 위반하였는데도 이를 파악하지 못해 행정처분을 하지 않고 있는데 대해 표시 사용정지 등 처분을 하도록 시정 요구
시정(기타),친환경농산물 인증기관에 대한 지도.감독 부적정친환경농산물 인증기관이 소속 직원이 생산하는 농산물에 인증을 하는 등 제3자 인증 원칙을 위반한데 대해 업무정지 등의 조치를 하도록 시정 요구
시정(기타),로켓탄 폐기처리시설 공장 설립 승인 부적정위험물 취급 시설 설치가 불가한 지역에 탄약폐기업체가 탄약 폐기처리 시설을 숨기고 허위로 신청한 “소매점”과 “자동차트레일러 제조업” 등으로 각각 건축신고와 공장 설립 신청을 했는데도 이를 그대로 승인
시정(기타),무단용도변경 및 건축신고 수리 부적정위험물 취급 시설 설치가 불가한 지역에 탄약폐기업체가 탄약 폐기처리 시설을 숨기고 허위로 신청한 “소매점”과 “자동차트레일러 제조업” 등으로 각각 건축신고와 공장 설립 신청을 했는데도 이를 그대로 승인
시정(기타),"신.재생에너지 전력수급계약 업무 처리 부적정한전은 여유용량이 없는 배전선로에 연계를 신청한 신·재생에너지 발전사업자가 정당한 사유없이 접속공사비를 납부하지 않을 경우, 전력수급계약 신청을 취소하고 다른 사업자가 전력수급계약을 신청할 수 있도록 하는 등 신·재생에너지 발전사업을 원활하게 추진할 수 있도록 하여야 한다."
시정(기타),"개발제한 구역 내 건축물 용도변경 허가 부적정「개발제한구역의 지정 및 관리에 관한 특별조치법」 제12조 제1항 등의 규정에 따르면 개발제한구역에서 건축물의 용도변경을 하려는 자는 시장의 허가를 받되 그중 일반음식점으로 용도변경하는 경우에는 허가신청일 현재 ‘해당 개발제한구역에서 5년 이상 계속 거주하고 있는 자에 해당하여야 하는데, 실제로 5년 이상 거주하지 않은 자에게 용도변경 허가"
